title,description
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Knowledge of software development tool chains such as Git and Jira.
 Must be able to use a computer and other office machinery including copiers, scanners and…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"As a part of the Devops team, you will work closely with the Development team to automate and deploy software applications.
 Familiarity with Git and/or Jira."
DevOps Engineer,"Work with and mentor junior engineers.
 Own the performance and reliability of global services operating on the petabyte/month scale."
DevOps Engineer,"In this role, you'll be involved in progressively improving our existing Linux infrastructure and making recommendations on new technology."
DevOps Engineer,"The ability to create and implement a DevOps / CICD Process for a data development pipeline.
 This includes CICD process modifications that correspond with data…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"4+ years software engineering experience.
 Building, supporting, monitoring, and optimizing our AWS infrastructure across all staging and production environments…"
DevOps Engineer,"You will play a key role in supporting the new organization globally.
 Background in creating, maintaining and deploying Spring Boot Web Services."
DevOps Engineer,"Relish working with software, network, cloud, and systems engineers to solve problems across all tiers of the stack."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Minimum of 3 years of experience with approaches and tooling for automated build, delivery, and release of software."
DevOps Engineer,You will have the opportunity to collaborate with our application development teams to implement and design our integrations and delivery pipelines.
DevOps Engineer,"Previous experience as a software engineer a plus.
 Our DevOps engineers play a critical role in the success of our product as we focus to shorten the process of…"
DevOps Engineer,"Champion security by injecting it into the existing development workflow and every stage of software development, ensuring the entire infrastructure is secure •…"
DevOps Engineer,"4+ years software engineering experience.
 Building, supporting, monitoring, and optimizing our AWS infrastructure across all staging and production environments…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"_Provide in-depth analysis of platform, system errors and performance issues_.
 __ _Ownership of problem root cause analysis and remediation_."
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"You will be working with Lost Boys engineers to build out CI/CD pipelines to enable development operations.
 Lost Boys Interactive, a AAA Game Development firm…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"CrossCountry Mortgage offers eligible employees a robust, industry leading benefits package including medical, dental, and vision insurance, as well as a 401(k)…"
DevOps Engineer,"Work with lead engineers to modify existing, as well as roll out new features and applications.
 If you are a thought leader who enjoys designing and developing…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"We offer autonomy, responsibility, and amazing in-office and remote colleagues geeking out about politics and tech all day, plus generous benefits."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"4+ years software engineering experience.
 Building, supporting, monitoring, and optimizing our AWS infrastructure across all staging and production environments…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"In this role, you will join a small and nimble team of DevOps engineers who enable and support our UI, back-end and QA teams, while ensuring quality, efficiency…"
DevOps Engineer,"The ideal candidate possesses strong problem-solving skills and a knowledge of industry best practices.
 The primary tasks for this job will be monitoring and…"
DevOps Engineer,"You will frequently pair program with your teammates or other software engineers to build new infrastructure, maintain existing infrastructure, and ensure that…"
DevOps Engineer,"You have exceptional judgement: By the time you say a release is good to go, or infra is ready to ship for a client, it's rock solid."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"RgOne™, Redpoint Global’s fully integrated solution, delivers a single point of control for data management, analytics, and marketing execution, so your…"
DevOps Engineer,"Making sure infrastructure, like CI and certificate refreshes, is functioning properly and optimally.
 Keep all libraries up-to-date."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We are looking for people who have a passion for delivering an efficient, reliable and automated platform as a foundation for a broad range of software…"
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 Grounded by the company's core values, our approach brings together…"
DevOps Engineer,"Minimum of 3 years of experience with approaches and tooling for automated build, delivery, and release of software."
DevOps Engineer,"We are the industry’s leading provider of geo-registration technology for real-time, full-motion video (FMV).
 You will develop customer-specific solutions based…"
DevOps Engineer,"Collaborate with the engineer team to design and develop automation to standardize and secure cloud services.
 Build automation tooling and pipelines that enable…"
DevOps Engineer,The Senior DevOps Engineer will report directly to RapidDeploy's DevOps Manager and work closely with a team of exceptional and dedicated DevOps engineers.
DevOps Engineer,"Prior experience in building automated solutions through tools and software that enable infrastructure to be remotely provisioned, configured and decommissioned…"
DevOps Engineer,"Experience working collaboratively with software development engineers.
 Delivering SME assistance in the testing and deployment of software releases."
DevOps Engineer,"Locate and direct solutions anticipating challenges involving software and hardware interfaces.
 Experience with system monitoring software tools such as…"
DevOps Engineer,"You are a Software Developer, DevOps engineer, and/or IT professional with experience deploying and managing web-scale applications."
DevOps Engineer,"It delivers 15 hours of weekly primetime programming to 208 local market affiliates, reaching approximately 99.9% of all U.S. television households."
DevOps Engineer,"Participate in full software development lifecycle following Agile methodologies with a focus on tools, systems, and processes.
 Temporarily due to COVID-19."
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"You will keep Pluralsight’s finger on the pulse of the DevOps community by continually researching, testing, and developing solutions to better enable our…"
DevOps Engineer,"Providing training teams on the DevOps best practices and software deployment as required.
 Write Ansible playbooks (YAML) and AWS CDK (Python) to deploy…"
DevOps Engineer,"Owning the business commitments for end to end software development and operationalizing activities.
 Whether you are working on projects internally or for a…"
DevOps Engineer,"As a DevOps engineer, you will join a team of highly motivated software engineers to develop tools and deliver infrastructure and process improvements for our…"
DevOps Engineer,"Our team is looking for a detail oriented, quality-obsessed front-end software engineer who writes solid code and is passionate about design, new web, mobile…"
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 RevaComm DevOps Engineers are responsible for designing and…"
DevOps Engineer,"Whether you are working on projects internally or for a client, software development is critical to the success of IBM and our clients worldwide."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"The DevOps engineer will support the design and implementation of best of breed cloud services across several major cloud service providers, including Amazon…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"We are seeking software engineers with a variety of technical skills.
 Minimum of 1 year working with the deployment of software and cloud resources."
DevOps Engineer,"Deep understanding of advanced development engineer practices around automation, code testing, and software principles."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Clearance: Must have or be Public Trust eligible.
 This position will primarily support the United States Department of Agriculture (USDA) Departmental…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,CSI Is looking for a DevOps engineer who can implement and teach new patterns for infrastructure and access provisioning and software deployment.
DevOps Engineer,"We aim to follow Agile best practices with a focus on empowering full stack development teams, so that they can own a vertical slice of the product, and are…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"4+ years software engineering experience.
 Building, supporting, monitoring, and optimizing our AWS infrastructure across all staging and production environments…"
DevOps Engineer,"Work across the entire software development process from development to deployment.
 Familiarity with software testing, Agile methodologies, Git and Github…"
DevOps Engineer,"You'll be part of a team dedicated to dedicated to providing automation and tools that enable product teams to build, release, and run their services."
DevOps Engineer,"Will be supporting Software engineers, so knowledge of software development is required.
 Someone with at least 3-years software development experience."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Experience with end-to-end software development methodologies and tool chains including server configuration, build automation, version control, release…"
DevOps Engineer,Computer Science or Computer Technology graduates can bring some of the technical skills necessary to become a DevOps engineer.
DevOps Engineer,"Strong software engineering, database, system administration, and infrastructure management skills.
 Create next-gen infrastructure supporting external and…"
DevOps Engineer,"The Analog Garage brings together engineers, researchers, and business leaders to develop new technologies, capabilities, and business models."
DevOps Engineer,"Ensure that agile development teams are supported from a DevOps standpoint by collaborating with tech leads, engineers, and managers."
DevOps Engineer,"Analyze user needs and software requirements to determine feasibility of design within time and strategy constraints.
 NET MVC and Expression Blend."
DevOps Engineer,"You’ll be part of a team dedicated to dedicated to providing automation and tools that enable product teams to build, release, and run their services."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We are looking for a DevOps Engineer who, as a DevOps team member, will design, install, maintain and administer technology infrastructure while providing…"
DevOps Engineer,"2+ years of software development experience.
 Essentially, Enterprise Operations &amp; Technology re-engineers client and partner processes to deliver excellence…"
DevOps Engineer,"7+ years of software development and DevOps experience.
 Work collaboratively with software engineering to define infrastructure and deployment requirements."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We are looking for DevOps engineers who can manage, maintain and troubleshoot Alkira’s world class cloud networking solution round the clock."
DevOps Engineer,"Aware of software development risks, with an appreciation for what is technically feasible.
 RevaComm DevOps Engineers are responsible for designing and…"
DevOps Engineer,CSI Is looking for a DevOps engineer who can implement and teach new patterns for infrastructure and access provisioning and software deployment.
DevOps Engineer,"Monitor service stats, define alarms/alerts to page engineers on duty.
 Helping to build and infrastructure to facilitate rapid service deployment."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"The primary responsibility of the DRE team is to ensure smooth deployment of applications, manage fault tolerance across an enterprise cloud business and…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Ability to automate routine tasks with software.
 Prior experience with administration of Github, Artifactory, Jenkins, Rio, CI/CD (Not necessarily all of them)."
DevOps Engineer,"Cedar is a patient payment and engagement platform that elevates the total patient experience beyond clinical care.
 Managed and worked with Linux systems."
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"You are an experienced, infrastructure engineer who has built large, scalable systems that handle millions of daily requests and have applied that knowledge in…"
DevOps Engineer,"The DevOps Engineer will be responsible for developing CI/CD pipelines, configuration management, tooling, monitoring."
DevOps Engineer,"Experience with software test strategies and frameworks for different types of software tests.
 Awareness of modern software security standards as it pertains to…"
DevOps Engineer,"Build and enhance the in-house monitoring and maintenance software.
 Our cloud-based platform is powered by big data analysis that allows our customers to plan,…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Proficiency in at least one popular programming language (Java, Python, Go, Node.js etc) and be able to develop and maintain software throughout the Software…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Support release management for SaaS product.
 Implement and maintain security policies for infrastructure.
 Work with AWS to ensure a HIPAA compliant deployment."
DevOps Engineer,"Build bots that automate deployment and monitoring.
 Integrate with various cloud providers.
 Monitor and scale all traffic carrying nodes."
DevOps Engineer,"Deployment and revision of web applications and software.
 Work and coordinate with software teams to deploy, implement and support new features and enhancements…"
DevOps Engineer,"Significant past experience in both software engineering and cloud-based ops, such as DevOps, SRE, or Operations Engineer roles.
 JS, Java 8 are nice to have."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"EPIX, an MGM Company, is seeking a DevOps Engineer who will be responsible for providing cloud engineering support to the Digital Operations team."
DevOps Engineer,"Our ideal candidate must maintain a high level of ownership and see assignments through to completion.
 We use MySQL, Redshift, and Redis for data storage."
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Seeking to hire a DevOps/Software Engineer to support their product team and their development activities.
 This team is developing tools that will be utilized…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,You will be working alongside the world’s best Scientists and Engineers in the fields of AI and Computer Vision to deliver the highest quality of products.
DevOps Engineer,"Promoting and encouraging adoption of our software, through occasional trade shows.
 Windows 10 updates every 6 months, DevOps teams drop application updates…"
DevOps Engineer,"Bachelor’s degree in engineering or a bachelor’s degree in technology from a recognized university.
 Candidate should have recent work experience with US-based…"
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Working closely with Project teams to implement and automate DevOps processes and practices.
 Experience in migrating code from TFS to Bitbucket involving POC,…"
DevOps Engineer,"Experience with Public Key Infrastructure (PKI) and ability to assist engineers and customers with implementation.
 Experience with one or more CI/CD pipelines."
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Collaborate with software engineers to improve supportability, stability, and robustness of custom server software and infrastructure."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Provide escalation support to technical support engineers.
 Experience with automate the build process of complex production software systems."
DevOps Engineer,"Support deployment of commercial software to AWS.
 Support software engineers with containerization, orchestration, and deployment of their projects; CI/CD…"
DevOps Engineer,"Building new internal tools to streamline service and scale to the customer.
 Manage &amp; help support numerous AWS Services.
 Stipend for remote work setup."
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Support administration of the devops pipeline to include Jenkins agents and Auto Scaling Group.
 Support administration of OpenVPN and LDAP services for access…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Ensure smooth operations and maximize uptime and performance of Cloud software.
 Build and operate the environments for our Cloud customers of respective product…"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Maintain and build the automation for deploying Ruby and React applications.
 Support release management for our SaaS product.
 5+ years of DevOps experience."
DevOps Engineer,"Mentor software engineers on DevOps principles.
 Improve software delivery and operational performance measurement capabilities."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Will play a key role in supporting the new organization globally.
 Background in creating, maintaining and deploying Spring Boot Web Services."
DevOps Engineer,"Benefits - 401(k) 1% matching, health &amp; dental insurance, signing and yearly bonuses.
 Docker, Kubernetes, Gitlab CI, Github Actions, AWS, ECS/Fargate, Digital…"
DevOps Engineer,"Understanding of scaling and operational concerns for large software systems.
 DevOps engineers at Bright Machines work with a small global team of DevOps…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,CSI Is looking for a DevOps engineer who can implement and teach new patterns for infrastructure and access provisioning and software deployment.
DevOps Engineer,"Work with 3rd party software, component, and cloud vendors to triage and resolve issues.
 Responsible for the automation of the build and release processes for…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,The Fidelity Healthcare Technology group is actively seeking an experienced hands-on DevOps Technologist to assist with driving industry standard best practices…
DevOps Engineer,"Knowledge of software development tool chains such as Git and Jira.
 Reports To: Vice President of Operations.
 The DevOps Engineer is a highly flexible role with…"
DevOps Engineer,"Deep knowledge of at least one of the following languages: Java, Ruby, GO, Python.
 Working with cloud based infrastructure in AWS (EC2, S3, RDS, SNS, etc.)."
DevOps Engineer,"Will perform code reviews, do unit testing, and ensure that the software is high quality and maintainable.
 The DevOps Engineer will be conversant with all the…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,MPS needs DevOps engineers who can help us maintain the cloud-based software applications and environment that comprises our highly-available and secure…
DevOps Engineer,"The DevOps Engineer will collaborate with software developers, system operators and other IT staff members to manage code releases."
DevOps Engineer,"Must be a U.S. Citizen.
 Architecture &amp; Standards is responsible for ensuring that the AWS Cloud Environment at the SEC (ACES) maintains an overall cohesive…"
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Previous experience with software development, infrastructure development, or development and operations.
 From creating and implementing software systems to…"
DevOps Engineer,"Assist engineers in Project Management aspects; help identify blockers, and reign in the scope while focused on making incremental progress."
DevOps Engineer,"Demonstrated experience translating business and technical requirements into comprehensive software design and architecture.
 In-depth understanding of Git."
DevOps Engineer,"Design and setup of CI/CD pipelines such as Bamboo, Jenkins, TeamCity, Travis, etc.
 Use of common deployment or configuration tools such as Chef and Ansible."
DevOps Engineer,The DevOps Engineer will be part of an organization responsible for key SaaS offers already in the market as well as upcoming programs.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Must be a U.S. Citizen.
 Architecture &amp; Standards is responsible for ensuring that the AWS Cloud Environment at the SEC (ACES) maintains an overall cohesive…"
DevOps Engineer,"The Sr Engineer creates quality, bug free code, implements best practices in design and software modeling, participates in design/code reviews and mentors’…"
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Innovative B2B marketplace platform, experienced team, serial entrepreneur founder, well-funded, already profitable.
 Knowledge of C#, .net core, and Angular."
DevOps Engineer,"Guide team to build out secure software that scales and is available at all times.
 Bring in ideas and implement solutions for improving our infrastructure and…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Locations: VA - Richmond, United States of America, Richmond, Virginia.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"With the initial product already built out, you will own the release engineering, infrastructure provisioning and management, system administration and security…"
DevOps Engineer,"Have the technical skill to review, verify, and validate the software code developed in the project.
 Our benefits are very competitive that include 401(k),…"
DevOps Engineer,"The candidate will work closely with the infrastructure team, consultants and senior leadership.
 Regular duties will include systems analysis, advanced…"
DevOps Engineer,"Structure and maintain software config management systems.
 As an engineer at FullStack Labs you will help our incredible clients achieve their technical goals…"
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,We are a team of expert Operators and problem solvers who are responsible for delivering SaaS software to production and test systems without causing customers…
DevOps Engineer,"You will be the critical lead for infrastructure-as-code across multiple clients and ongoing software development projects.
 Design and develop CI/CD pipelines."
DevOps Engineer,"Experience with scripting or software development.
 Provide DevOps support for rapid development, software testing, and field-site configuration validation…"
DevOps Engineer,"8+ years of related experience in full cycle software development with demonstrated achievements and progressive responsibilities.
 Part-time hours: 40 per week."
DevOps Engineer,The ideal candidate has a broad understanding of AWS and Microsoft Azure and has significant experience working with development teams to deploy and support…
DevOps Engineer,"You have a proven track record of implementing a highly secured, scalable applications, and have solid understanding of modern technologies for release…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Extensive experience with container orchestration using Kubernetes.
 Extensive experience developing tools with Python and Go.
 Expert level proficiency with Git."
DevOps Engineer,"Cisco, DevOps, DevOps engineer, python, YANG, XML, JSON, data structures, programming, scripting, REST, API, Ansible, github, Jenkins, Javascript, MEAN, MERN,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"This is a full-time exempt position located onsite in Oakland, California.
 Moving server administration, security checks, monitoring processes into Ansible,…"
DevOps Engineer,"Preferred experience with Agile software development.
 Automated access to a suite of shared services, including software development tools."
DevOps Engineer,Job Purpose: This position is responsible for assisting in: serving as a bridge between the development and operations functions; identifying the…
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Perform Agile software development methodologies and participation on an Agile software or engineering team.
 Utilize deployment tools (e.g., Jenkins)."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Strong grasp of automation and software development tools.
 Lead other DevOps engineers in pursuit of technical, strategic, and organizational goals."
DevOps Engineer,"Experience of the full software delivery lifecycle and working in complex enterprise environments.
 We enable enterprise organizations to streamline their…"
DevOps Engineer,"Further consideration if you have YAML experience..
 Must have working experience with building YAML pipelines in Azure DevOps.*."
DevOps Engineer,"This position involves work in a Linux/AWS Cloud environment supporting analytics focused cloud data architectures.
 Active IC or DoD Security Clearance a plus."
DevOps Engineer,"The role is heavily focused on the design, automation, and management of the platforms, processes, and workloads across the development, test, and production…"
DevOps Engineer,"Design and Implement Divvy's CI/CD pipelines.
 Ensure compliance with PCI DSS, SOC2 security standards.
 Provision Divvy services using Kubernetes, Helm, and…"
DevOps Engineer,"Clearance: TS/SCI with the ability to obtain and maintain a CI polygraph.
 Perform in a DevOps engineering role responsible for the design, configuration,…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We need smart and passionate engineers who are obsessed with squeezing every bit of performance out of a build system.
 Proficiency with Python, Java, SQL."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"All candidates must hold an active security clearance with poly.
 Ansible (Salt experience a plus).
 Deploying NiFi and applications in Spring Boot."
DevOps Engineer,"The DevOps Engineer will be responsible for executing the tools and processes to enable DevOps.
 Candidate should be able to bridge the gap between Development…"
DevOps Engineer,"Report directly to the Engineering and Operations Manager.
 Review requirements, specifications, and technical design documents to provide timely and meaningful…"
DevOps Engineer,"Champion security by injecting it into the existing development workflow, i.e. into every stage of software development.
 JSP, JSF familiarity is a plus."
DevOps Engineer,"Locations: NY - New York, United States of America, New York, New York.
 Do you love building and pioneering in the technology space?"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Minimum of 5 years prior relevant software development or large systems integration required.
 Create, maintain, and share technical documentation used by…"
DevOps Engineer,"Professional experience as a software quality engineer, ideally in an industrial environment.
 Active participation in the development of industrial software…"
DevOps Engineer,"At Pachyderm, we're building an open-source enterprise-grade data science platform that lets you deploy and manage multi-stage, language-agnostic data pipelines…"
DevOps Engineer,Work with software developers and engineers to ensure that the deployment follows established processes and works as intended.
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"We provide a secure OS that brings a fast and intuitive app experience to the financial desktop.
 Built on Google's Chromium and GitHub's Electron open source…"
DevOps Engineer,"Collaborate with a cross functional agile team of software engineers, data engineers, ML experts, and others to build new product features."
DevOps Engineer,"Lead a portfolio of diverse technology projects and a team of developers with deep experience in machine learning, distributed microservices, and full stack…"
DevOps Engineer,"5+ years of experience developing full stack software solutions.
 5+ years of experience developing full stack software solutions."
DevOps Engineer,"\* Experience with any CI tool such as Jenkins.
 \* Experience working with Linux and Docker.
 \* Strong understanding of networking, routing, and IPV6…"
DevOps Engineer,"The DevOps Engineer must have a passion for cloud computing, open source technologies, and providing leadership in best-of-breed software environments."
DevOps Engineer,Internal software systems and self-service tools to enable the creation of secure and compliant AWS resources.
